Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
summer soccer camps,CM - pMax - Portland (MxConv), --,Performance Max,None,0,6,0.00,0.00,OK,Appears relevant for Portland market
science camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,OK,Appears relevant for Portland market
st joseph summer camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,11,0.00,0.00,OK,Appears relevant for Portland market
wesleyan university football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
glen cove day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,8,2.38,0.00,OK,Appears relevant
softball summer camps,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match (close variant),None,1,4,3.17,0.00,OK,Appears relevant
horizon camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
camp sunshine,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
town camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
teen summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,15,0.00,0.00,OK,Appears relevant
soccer clinic long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,8,2.68,0.00,OK,Appears relevant
lacrosse camp new york,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,1,9,2.71,0.00,OK,Appears relevant
huntington ny summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
kids sports,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,6,0.00,0.00,OK,Appears relevant
softball clinics long island,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Exact match (close variant),None,1,5,2.06,0.00,OK,Appears relevant
kjk theater camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer swimming camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
volleyball development programs near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,2,14,4.96,0.00,OK,Appears relevant
lifetime fitness summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
basketball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
x10 lax camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
long island aquarium camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,15,3.06,0.00,OK,Appears relevant
hoop dreams summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
plainview summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,17,0.00,0.00,OK,Appears relevant
summer camp university,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
camps for 2 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp iroquois springs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,Appears relevant
cheerleading camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
youth flag football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
first tee summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
ballet summer camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,10,0.00,0.00,OK,Appears relevant
brains and motion summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer camp pickleball,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
vikings basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
kids summer camp sports,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
world gym camp wantagh,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
boys summer lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
phenom camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
interlochen camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp at lifetime fitness,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
rising stars basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,15,3.11,0.00,OK,Appears relevant
the knox school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
campa near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
tennis syosset,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
tennis playing near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
yes i can summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
st james summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
volleyball for 5 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,1,8,2.63,0.00,OK,Appears relevant
summer camp hamptons,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,Added,0,1,0.00,0.00,OK,Appears relevant
lifetime fitness kids camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer day camps for 11 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer science camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
best youth baseball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
adolescent summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer basketball for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
art camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,10,0.00,0.00,OK,Appears relevant
summer camps hamptons ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
checkmate lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,2,36,6.08,0.00,OK,Appears relevant
4 year old camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
soccer camps in westchester ny,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
kids tennis camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.87,0.00,OK,Appears relevant
summer sports camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
tumbling summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,2.64,0.00,OK,Appears relevant
basketball camp for 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,4,2.73,0.00,OK,Appears relevant
local sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,1,5,1.27,0.00,OK,Appears relevant
summer recreation camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer learning for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
rise ball softball camp,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
riding camps,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
kids summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,3,2.68,0.00,OK,Appears relevant
st james camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
camp crunchlabs com,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
bright horizon summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
ua next football,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
21st century summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
west islip soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,9,2.70,0.00,OK,Appears relevant
space summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
5 year old summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
golf camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
long island soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,9,0.00,0.00,OK,Appears relevant
horseback riding camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match,None,1,5,2.44,0.00,OK,Appears relevant
tennis coaching for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
kids summer basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
auburn football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
huntington summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
nassau county summer camps,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
st bridget's camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
full time summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
barrett park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
best summer camp in the world,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
lacrosse camps near me boys,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match,None,1,10,2.27,0.00,OK,Appears relevant
college id camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
baseball summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
kids easter camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
nassau county summer camp 2025,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,2,1,2.48,0.67,OK,Appears relevant
summer camp for 11 year old,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
college lacrosse camps for high schoolers,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
lindenhurst summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer tennis camps near me near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer tennis clubs,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
baseball clinics for kids,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
summer camp for 9th grader,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
pickleball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,7,0.00,0.00,OK,Appears relevant
mid island day camp calendar 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,10,0.00,0.00,OK,Appears relevant
softball pitching clinics near me,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,8,0.00,0.00,OK,Appears relevant
kidstrong summer camp cost,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
dance school summer,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
camp wauwepex,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
top summer camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
bulldog rowing camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
nsl camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,2.06,0.00,OK,Appears relevant
sports camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
mma summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
flag football camps for girls,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,2,12,4.80,0.00,OK,Appears relevant
ypdc camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
w camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
future stars flag football camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,18,48,36.67,0.00,OK,Brand term matched: 'future stars'
farmingdale summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,3,15,7.89,0.00,OK,Appears relevant
youth lacrosse camps near me,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Exact match (close variant),None,1,2,2.87,0.00,OK,Appears relevant
basketball summer camps near me 2025,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
suny purchase summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer academic camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
best camps long island,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
baseball training camps near me,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
music and art camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
