Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
boys basketball camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,3.45,0.00,OK,Appears relevant
baseball camps for 12 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,1.19,0.00,OK,Appears relevant
summer camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,24,1.50,0.00,OK,Appears relevant
dance camp summer 2025,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
best lacrosse camps in the country,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
best summer camps in new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
camps around me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
north shore youth council summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
academic summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
st patrick's youth smithtown,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
volleyball positional camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
sports performance camp volleyball,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
hockey boarding camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
kickboxing summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.83,0.00,OK,Appears relevant
saint marys summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
new york basketball camps,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
camp iconic,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,Appears relevant
寻根 之 旅 夏令营 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
booster camp smithtown,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
avalon park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
dartmouth softball camp,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
american dance training camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
fdu football camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,1,2,2.87,0.00,OK,Appears relevant
soccer camp kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
holtsville ecology center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,6,4.95,0.00,OK,Appears relevant
basketball camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
pre k summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
youth summer volleyball,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,2,3,4.22,0.00,OK,Appears relevant
kidstrong summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
wilson qbx camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer basketball for youth near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
youth tennis near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,1,11,1.94,0.00,OK,Appears relevant
cam skattebo football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,2,19,5.26,0.00,OK,Appears relevant
summer programs for middle school students near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,3,2.17,0.00,OK,Appears relevant
baila conmigo dance studio & booty camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
prospect camps football,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
first day of summer camp 2025,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer cheer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
high school football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
smba summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer camps 2 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
child camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
palumbo camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
low price summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.78,0.00,OK,Appears relevant
dance camps near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
world gym camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
half day sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,12,1.95,0.00,OK,Appears relevant
club fit tennis camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,Appears relevant
kids basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,1,6,2.58,0.00,OK,Appears relevant
summer camps in white plains ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,2.89,0.00,OK,Appears relevant
all star lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
island tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
farmingdale state college tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
preds camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
sports camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
i9 sports summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
tennis summer camp 2025,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
camp orah day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
camp for 13 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,1.96,0.00,OK,Appears relevant
sachem summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
lake champion ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer baseball programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.18,0.00,OK,Appears relevant
tennis facility near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,8,0.00,0.00,OK,Appears relevant
peddie lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
hofstra basketball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
dutchess county summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
woodstock ny day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
future stars adventure camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,31,96,28.16,3.86,OK,Brand term matched: 'future stars'
future stars promo,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,2,10,6.30,0.00,OK,Brand term matched: 'future stars'
westchester country club tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
camp westchester,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
grand slam tennis new york,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
westchester summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,7,0.00,0.00,OK,Appears relevant
child care camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
football camp near me,CM - Nonbranded - Other Geos (MxConv),Football Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
old oaks tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
camp fit,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
purchase college summer camps,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,1,4,1.28,0.00,OK,Appears relevant
stratton tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
icamp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,10,0.00,0.00,OK,Appears relevant
roman oben football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
fun summer camp for kids,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tennis lessons white plains,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
girls softball camps 2026,CM - Nonbranded - Other Geos (MxConv),Softball Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
youth baseball camps 2025 near me,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tennis club southampton,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
camp shine summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
horse camps near me,CM - Nonbranded - Other Geos (MxConv),Horseback Riding,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
golf camp near me,CM - pMax - Portland (MxConv), --,Performance Max,None,2,19,1.04,0.00,OK,Appears relevant for Portland market
summer school stamford ct,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,OK,Appears relevant for Portland market
drama classes for kids near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,5,0.00,0.00,OK,Appears relevant for Portland market
summer acting camps,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
5 4 3 2 1 shooting drill,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
49ers football camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
riding camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
ardsley summer camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
tennis kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
indoor fun near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,OK,Appears relevant for Portland market
portland rec summer camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
comsewogue youth football,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
day camp cerca de mi,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
exercicio para niños,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
star camp,CM - pMax - Portland (MxConv), --,Performance Max,None,1,4,1.28,0.00,OK,Appears relevant for Portland market
trapeze classes near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
school lunch,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
farms with kids activities near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
football camps 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,2,9,4.79,0.00,OK,Appears relevant
commonpoint summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,8,0.00,0.00,OK,Appears relevant
best summer camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
patchogue village summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,38,3.00,0.00,OK,Appears relevant
summer stars camp for the performing arts,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,6,3.06,0.00,OK,Appears relevant
volleyball near me youth,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
soccer summer programs for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis ground near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
wantagh summer rec,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,19,1.86,0.00,OK,Appears relevant
michael pehlke lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
soccer camps near me near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
longwood middle school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
gymnastics near me summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
camp for 12 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
boy scouts of america summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
rolling river day camp prices,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.27,0.00,OK,Appears relevant
lavner camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
hofstra summer volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,3,2.92,0.00,OK,Appears relevant
summer camps for 12 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
best summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,1,2,2.30,0.00,OK,Appears relevant
math camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,6,2.90,0.00,OK,Appears relevant
camps for 12 year old girls near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
farmingdale state college summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,17,39,29.45,1.48,OK,Appears relevant
teens summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
camp ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp bright horizons,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
phelps lane north babylon summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,7,0.00,0.00,OK,Appears relevant
girls lacrosse summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
st pats basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer programs for 13 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
great wolf summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
freeport rec center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
summer camps for kids long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.28,0.00,OK,Appears relevant
kids summer workshops,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
fun with dna,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camps near me for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
fit kids summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
visiting day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
the sky is the limit basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
our lady of lourdes summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
little gym day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,12,0.00,0.00,OK,Appears relevant
tennis instructor near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,8,0.00,0.00,OK,Appears relevant
storm lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
arts and crafts summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
girls summer basketball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
west islip summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,10,0.00,0.00,OK,Appears relevant
deer park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,2,15,5.81,0.00,OK,Appears relevant
high five summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
volleyball trainers near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,1,7,2.82,0.00,OK,Appears relevant
south huntington summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,10,0.00,0.00,OK,Appears relevant
hoops 101,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,20,0.00,0.00,OK,Appears relevant
match point near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
syag summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,1,2.92,0.00,OK,Appears relevant
baldwin park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
masters soccer id camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
field hockey summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,4,2.10,0.00,OK,Appears relevant
youth summer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match,Added,0,7,0.00,0.00,OK,Appears relevant
east meadow summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,17,2.50,0.00,OK,Appears relevant
open volleyball play near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
ted summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
softball camps in ny,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
harper murray volleyball camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,3,3.27,0.00,OK,Appears relevant
nassau county camps,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
writing camp summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,4.10,0.00,OK,Appears relevant
golf camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,5,45,10.86,0.00,OK,Appears relevant
summer soccer camps for 6 year olds,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
long island summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),Added,1,34,2.27,0.00,OK,Appears relevant
brentwood summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,7,3.41,0.00,OK,Appears relevant
long island dance camps,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,2,3,5.41,0.00,OK,Appears relevant
3 year old summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,3.12,0.00,OK,Appears relevant
inexpensive camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
iroquois springs camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,10,2.89,0.00,OK,Appears relevant
summer camps seaford ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
youth sports summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,1,4,2.65,0.00,OK,Appears relevant
tennis camps near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Exact match (close variant),None,23,180,48.17,0.00,OK,Appears relevant
kids camps near me 2025,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
ryzer softball,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
lindenhurst village summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp mustang meadows,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
red and black camp wesleyan,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
horse camp near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,3,29,7.86,0.00,OK,Appears relevant
foundations summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
island park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
craft summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
kids tennis club,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
summer swim camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,3.39,0.00,OK,Appears relevant
donovan mitchell basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
lacrosse camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tob summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
centereach pool summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,3,33,8.20,0.00,OK,Appears relevant
